"","url","content","timestamp"
"1","https://www.eak.admin.ch/eak/de/home.html","
 
 
 
 
 
 
 
 
 
Reform AHV 21
Vaterschaftsentschädigung
Meldungen (AHV/IV)
Rentenauszahlung
Reform AHV 21
Überblick Reform AHV 21
Am 25. September 2022 haben Volk und Stände die Reform AHV 21 angenommen und damit die Finanzierung der AHV bis 2030 gesichert. Die Reform wird voraussichtlich per 1. Januar 2024 in Kraft treten. 
Stabilisierung der AHV (AHV 21) - Bundesamt für Sozialversicherungen (BSV)
Vaterschaftsentschädigung
Vaterschaftsentschädigung (VSE) ab 01.01.2021
Erwerbstätige oder gleichgestellte Väter haben für die ersten sechs Monate nach Geburt des Kindes Anspruch auf zwei Wochen Vaterschaftsurlaub (maximal 14 Taggelder). Als Entschädigung für den Verdienstausfall erhalten sie 80 % des durchschnittlichen AHV-pflichtigen Erwerbseinkommens vor der Geburt, höchstens aber CHF 196 pro Tag.
Vaterschaftsentschädigung für Private
Vaterschaftsentschädigung für Firmen
Meldungen (AHV/IV)
Meldungen (AHV/IV)
Sie beziehen eine Rente und/oder eine Hilflosenentschädigung der AHV/IV von der Eidgenössischen Ausgleichskasse EAK und wollen uns z.B. eine Adressänderung mitteilen? Dann sind Sie hier richtig.
Rentenauszahlung
Rentenauszahlung
Die Renten (AHV/IV) werden grundsätzlich vorschüssig ausgerichtet. Die Ausgleichskassen haben die Zahlungsaufträge der Post oder der Bank so zu erteilen, dass die Auszahlung bis zum 20. Tag des Monats erfolgen kann. Bei der EAK erfolgt die Zahlung jeweils am 5. Arbeitstag des Monats.
Die Zahlungstermine der EAK
 
News
Alle anzeigen
 
 
 
 
03.03.2023
Die AHV wird dieses Jahr 75 Jahre alt
17.01.2023
Familienzulagen – Deutschland
22.12.2022
Ergebnisse der Arbeitgeberumfrage 2022
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Topthemen Firmen
 
 
 
 
Erwerbsersatzordnung
Lohnbescheinigung
Meldepflicht
 
 
Topthemen Private
 
 
 
 
Steuerausweis
Familienzulagen
Kontoauszug
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Die Eidgenössische Ausgleichskasse EAK
 
 
 
Die Eidgenössische Ausgleichskasse EAK mit Sitz in Bern ist eine Abteilung der Zentralen Ausgleichsstelle (ZAS) in Genf. Wir sind die Ausgleichskasse für die gesamte Bundesverwaltung, die eidgenössischen Gerichte, die Bundesanstalten sowie andere Institutionen, die der Oberaufsicht des Bundes unterstellt sind oder zum Bund in enger Beziehung stehen.
 
 
 
 
Als Durchführungsorgan der Sozialversicherung liegt unser Kerngeschäft im Aufgabenvollzug der 1. Säule (AHV/IV) sowie der Familienausgleichskasse (FAK).
 
 
 
Die EAK sucht
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
",2023-03-24 10:37:18
"2","https://www.eak.admin.ch#context-sidebar","
 
 
 
 
 
 
 
 
 
Reform AHV 21
Vaterschaftsentschädigung
Meldungen (AHV/IV)
Rentenauszahlung
Reform AHV 21
Überblick Reform AHV 21
Am 25. September 2022 haben Volk und Stände die Reform AHV 21 angenommen und damit die Finanzierung der AHV bis 2030 gesichert. Die Reform wird voraussichtlich per 1. Januar 2024 in Kraft treten. 
Stabilisierung der AHV (AHV 21) - Bundesamt für Sozialversicherungen (BSV)
Vaterschaftsentschädigung
Vaterschaftsentschädigung (VSE) ab 01.01.2021
Erwerbstätige oder gleichgestellte Väter haben für die ersten sechs Monate nach Geburt des Kindes Anspruch auf zwei Wochen Vaterschaftsurlaub (maximal 14 Taggelder). Als Entschädigung für den Verdienstausfall erhalten sie 80 % des durchschnittlichen AHV-pflichtigen Erwerbseinkommens vor der Geburt, höchstens aber CHF 196 pro Tag.
Vaterschaftsentschädigung für Private
Vaterschaftsentschädigung für Firmen
Meldungen (AHV/IV)
Meldungen (AHV/IV)
Sie beziehen eine Rente und/oder eine Hilflosenentschädigung der AHV/IV von der Eidgenössischen Ausgleichskasse EAK und wollen uns z.B. eine Adressänderung mitteilen? Dann sind Sie hier richtig.
Rentenauszahlung
Rentenauszahlung
Die Renten (AHV/IV) werden grundsätzlich vorschüssig ausgerichtet. Die Ausgleichskassen haben die Zahlungsaufträge der Post oder der Bank so zu erteilen, dass die Auszahlung bis zum 20. Tag des Monats erfolgen kann. Bei der EAK erfolgt die Zahlung jeweils am 5. Arbeitstag des Monats.
Die Zahlungstermine der EAK
 
News
Alle anzeigen
 
 
 
 
03.03.2023
Die AHV wird dieses Jahr 75 Jahre alt
17.01.2023
Familienzulagen – Deutschland
22.12.2022
Ergebnisse der Arbeitgeberumfrage 2022
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Topthemen Firmen
 
 
 
 
Erwerbsersatzordnung
Lohnbescheinigung
Meldepflicht
 
 
Topthemen Private
 
 
 
 
Steuerausweis
Familienzulagen
Kontoauszug
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Die Eidgenössische Ausgleichskasse EAK
 
 
 
Die Eidgenössische Ausgleichskasse EAK mit Sitz in Bern ist eine Abteilung der Zentralen Ausgleichsstelle (ZAS) in Genf. Wir sind die Ausgleichskasse für die gesamte Bundesverwaltung, die eidgenössischen Gerichte, die Bundesanstalten sowie andere Institutionen, die der Oberaufsicht des Bundes unterstellt sind oder zum Bund in enger Beziehung stehen.
 
 
 
 
Als Durchführungsorgan der Sozialversicherung liegt unser Kerngeschäft im Aufgabenvollzug der 1. Säule (AHV/IV) sowie der Familienausgleichskasse (FAK).
 
 
 
Die EAK sucht
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
",2023-03-24 10:37:18
"3","https://www.eak.admin.ch/eak/de/home/Firmen.html","
 
 
Navigation
 
Themen
 
 
 
 
Anschluss
Personal
Externe Aufträge
Arbeiten im Ausland
Beiträge & Löhne
Familienzulagen
Erwerbsersatzleistungen
connect.eak
 
",2023-03-24 10:37:18
"4","https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Anschluss
 
 
 
 
 
 
 
 
 
 
Alle Arbeitgeber müssen bei einer Ausgleichskasse und einer Familienausgleichskasse angeschlossen sein. Jede Ausgleichskasse führt ein Register, in dem alle ihr angeschlossenen Arbeitgeber mit ihren Zweigniederlassungen erfasst sind.
 
 
 
 
Die Ausgleichskassen sind verpflichtet, die ihnen angeschlossenen Arbeitgeber periodisch auf die Einhaltung der gesetzlichen Bestimmungen im Bereich der 1. Säule und der Familienausgleichskasse hin zu kontrollieren.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 20.01.2023
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
 
",2023-03-24 10:37:20
"5","https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/anschlusspflicht.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Anschlusspflicht
 
 
 
 
 
 
 
 
 
 
Alle Arbeitgeber müssen bei einer AHV-Ausgleichskasse und einer Familienausgleichskasse erfasst sein. Die Ausgleichskasse führt ein Register ihrer Mitglieder, in dem alle der Kasse angeschlossenen Arbeitgeber geführt werden.
 
Inhaltsverzeichnis
Wer ist bei der Eidgenössischen Ausgleichskasse angeschlossen?
Müssen Sie sich auch der Familienausgleichskasse anschliessen?
Anschluss an berufliche Vorsorgeeinrichtung (BVG) und Unfallversicherer (UVG)
 
 
 
Wer ist bei der Eidgenössischen Ausgleichskasse angeschlossen?
Der Eidgenössischen Ausgleichskasse sind der Bundesrat, die Bundesverwaltung, die eidgenössischen Gerichte und die selbständigen Anstalten und Betriebe des Bundes angeschlossen. Sie kann auch andere Körperschaften, Anstalten und Organisationen des öffentlichen und privaten Rechts erfassen, welche der Oberaufsicht des Bundes unterstellt sind oder zum Bund in enger Beziehung stehen.
 
 
 
 
 
Müssen Sie sich auch der Familienausgleichskasse anschliessen?
Mit dem Anschluss an die Eidgenössische Ausgleichskasse erfolgt in aller Regel gleichzeitig der Anschluss an unsere Familienausgleichskasse. Diese ist gesamtschweizerisch tätig und bietet somit Arbeitgebern aus allen Kantonen die Möglichkeit, die Familienzulagen über sie abzurechnen.
 
 
 
 
 
Anschluss an berufliche Vorsorgeeinrichtung (BVG) und Unfallversicherer (UVG)
Der Anschluss an die Ausgleichskasse erfordert immer auch den Anschluss an eine berufliche Vorsorgeeinrichtung (2. Säule) und einen Unfallversicherer.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 26.10.2017
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
 
",2023-03-24 10:37:20
"6","https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/zweigniederlassungen.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Zweigniederlassungen
 
 
 
 
 
 
 
 
 
 
Als Arbeitgeber sind Sie verpflichtet, Ihrer Ausgleichskasse alle Zweigniederlassungen zu melden. Diese Informationen werden im Mitgliederregister erfasst und an die kantonalen Zentralregister gemeldet.
 
 
 
 
Die Ausgleichskasse überprüft ihre angeschlossenen Arbeitgeber alle zwei Jahre auf den aktuellen Status von Filialen und Betriebsstätten. Für einen reibungslosen Übergang melden Sie uns bitte frühzeitig die Neueröffnung oder Schliessung von Zweigniederlassungen. Auch Adressänderungen - insbesondere bei einem Kantonswechsel - und Änderungen Ihrer Kontaktdaten sind uns umgehend zu melden. 
 
 
Inhaltsverzeichnis
Wie wird eine Zweigniederlassung definiert?
Vorgehen bei der Neueröffnung oder der Mutation von Zweigniederlassungen
Welche Familienzulagenordnung ist anwendbar?
Welche Regelung gilt für den Anschluss einer Zweigniederlassung an eine Familienausgleichskasse?
Welche Familienzulagenordnung ist für die Heimarbeit massgebend?
Müssen Sie der Familienausgleichskasse einen Wechsel des Arbeitskantons melden?
 
 
 
Wie wird eine Zweigniederlassung definiert?
Als Zweigniederlassungen gelten Einrichtungen und Betriebsstätten, in denen auf unbestimmte Dauer eine gewerbliche, industrielle oder kaufmännische Tätigkeit ausgeübt wird.
 
 
 
 
 
 
 
 
 
Vorgehen bei der Neueröffnung oder der Mutation von Zweigniederlassungen
Alle Änderungen, insbesondere Schliessungen, aber auch Namens- und Adressänderungen einer Zweigniederlassung melden Sie bitte per E-Mail mit dem Betreff Mitglieder-Support.
 
 
 
 
 
 
 
 
Welche Familienzulagenordnung ist anwendbar?
Arbeitgeber unterstehen der Familienzulagenordnung des Kantons, in dem das Unternehmen seinen rechtlichen Sitz hat, oder, wenn ein solcher fehlt, ihres Wohnsitzkantons. Zweigniederlassungen von Arbeitgebern unterstehen der Familienzulagenordnung des Kantons, in dem sie sich befinden.
 
 
 
 
 
Welche Regelung gilt für den Anschluss einer Zweigniederlassung an eine Familienausgleichskasse?
Zweigniederlassungen müssen sich in demjenigen Kanton einer Familienausgleichskasse anschliessen, in dem sie sich befinden. Entsprechend gelten für die in der Zweigstelle tätigen Arbeitnehmer die Familienzulagenansätze sowie der Beitragssatz des Kantons des Arbeitsortes.
Anzuwendende Familienzulagenordnung:
 
 
Einsatz auf unbestimmte Zeit in einer Zweigniederlassung
 
 
 
Einsatz auf unbestimmte Zeit in einer Zweigniederlassung
Für einen Arbeitnehmer, der von seinem Arbeitgeber auf unbestimmte Zeit in eine Zweigniederlassung in einem anderen Kanton versetzt wird, muss die Abrechnung der Beiträge an die Familienausgleichskasse ab dem Datum der Versetzung über den neuen Arbeitskanton erfolgen. Besteht für den betroffenen Arbeitnehmer ein Anspruch auf Familienzulagen, muss auch dieser ab dem Datum der Versetzung den Bestimmungen des neuen Arbeitskantons angepasst werden.
 
 
Einsatz in verschiedenen Zweigniederlassungen
 
 
 
Einsatz in verschiedenen Zweigniederlassungen
Wird ein Arbeitnehmer von seinem Arbeitgeber regelmässig an verschiedenen Orten eingesetzt, richtet sich sowohl der Beitragsbezug als auch der Familienzulagenanspruch nach der Familienzulagenordnung des Kantons des Hauptsitzes oder derjenigen Zweigniederlassung, wo der Familienzulagenbezüger überwiegend tätig ist.
 
 
Temporärer (Kurz-)Einsatz in einer Zweigniederlassung
 
 
 
Temporärer (Kurz-)Einsatz in einer Zweigniederlassung
Wird ein Arbeitnehmer von seinem Arbeitgeber temporär (z. B. Tages- oder Wocheneinsätze für Aushilfe oder Ausbildung) in einer Zweigstelle in einem anderen Kanton eingesetzt, bleibt sowohl der Beitragsbezug als auch der Familienzulagenanspruch unverändert.
 
 
 
 
 
Welche Familienzulagenordnung ist für die Heimarbeit massgebend?
Heimarbeit und die Tätigkeit als Handelsreisender begründen keine Betriebsstätte. Die so tätigen Arbeitnehmer gelten als am Hauptsitz oder an der Zweigniederlassung beschäftigt, von der aus sie tätig sind oder von wo sie Waren, Material und Arbeitsaufträge beziehen. Der Wohnsitz des einzelnen Arbeitnehmers ist nicht massgebend.
 
 
 
 
 
Müssen Sie der Familienausgleichskasse einen Wechsel des Arbeitskantons melden?
Für Arbeitnehmer, deren Dienstort im Verlaufe eines Kalenderjahres in einen anderen Kanton verlegt wird, muss eine Meldung an die Familienausgleichskasse erfolgen, damit der Familienzulagenanspruch in Bezug auf die Anspruchskonkurrenz neu geprüft werden kann. Nicht meldepflichtig sind Einsätze von kurzer Dauer wie z. B. die temporäre Aushilfe infolge Absenzen bei Krankheit, Unfall usw.
Der Wechsel des Arbeitskantons hat auch einen Einfluss auf die abgerechnete Lohnsumme. Mit der Meldung der Lohndaten sind die entsprechenden Löhne pro Kanton zu deklarieren.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 20.04.2021
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
 
",2023-03-24 10:37:20
"7","https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/anschlussverfahren.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Anschlussverfahren
 
 
 
 
 
 
 
 
 
 
Die Kassenzugehörigkeit richtet sich nach den gesetzlichen Vorgaben.
Falls Sie als Arbeitgeber einen Anschluss an die Eidgenössische Ausgleichskasse und ihre Familienausgleichskasse in Erwägung ziehen, bitten wir Sie, mit unserem Kundendienst Kontakt aufzunehmen. Der Kundendienst prüft, ob ein Anschluss gemäss den gesetzlichen Bestimmungen möglich ist und stellt Ihnen gegebenenfalls weitere Informationen sowie die Anmeldeunterlagen zu.
 
 
 
 
 
Welche Informationen benötigt die Familienausgleichskasse für das Anschlussverfahren?
Um die finanziellen Auswirkungen eines Anschlusses auf die Familienausgleichskasse abschätzen zu können, bitten wir Sie, zuhanden der Familienausgleichskasse folgende Kennzahlen bereit zu halten:
Anzahl Arbeitnehmer und Familienzulagenbezüger
Jährliche Lohnsumme pro Kanton
Summe der jährlich bezahlten Familienzulagen pro Kanton
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 05.11.2021
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
Kundendienst EAK
kundendienst.eak@zas.admin.ch
",2023-03-24 10:37:20
"8","https://www.eak.admin.ch/eak/de/home/Firmen/Anschluss/arbeitgeberkontrolle.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Arbeitgeberkontrolle
 
 
 
 
 
 
 
 
 
 
Die Ausgleichskassen sind verpflichtet, die ihnen angeschlossenen Arbeitgeber periodisch auf die Einhaltung der gesetzlichen Bestimmungen im Bereich der 1. Säule und der Familienausgleichskasse hin zu kontrollieren.
 
 
 
 
Die Eidgenössische Ausgleichskasse hat mit der Revisionsstelle der Ausgleichskassen (RSA) ein externes Organ mit der Wahrnehmung dieser Aufgabe betraut. Die Internetseite der RSA gibt Auskunft über die Ziele einer Arbeitgeberkontrolle, die benötigten Unterlagen sowie die häufigsten Fehler, die von den Revisoren berichtigt werden müssen.
 
 
Inhaltsverzeichnis
Führt die Familienausgleichskasse bei einer delegierten Dossierführung eine eigene Revision durch?
Was wird bei der Revision der Familienzulagen geprüft?
Wie werden die FAK-Beiträge revidiert?
 
 
 
Führt die Familienausgleichskasse bei einer delegierten Dossierführung eine eigene Revision durch?
Die Familienausgleichskasse oder die von ihr beauftragte externe Revisionsstelle prüft die ordnungsgemässe Erfüllung der Aufgaben und Pflichten im Zusammenhang mit der Verwaltung der Familienzulagen. Die Familienausgleichskasse erstattet darüber Bericht.
 
 
 
 
 
Was wird bei der Revision der Familienzulagen geprüft?
Die Revision wird risikoorientiert durchgeführt. Hauptprüfpunkte sind die Einhaltung der geltenden gesetzlichen Bestimmungen sowie die Vollständigkeit und Aktualisierung der Informationen im Zusammenhang mit der Ausrichtung der Familienzulagen.
 
 
 
 
 
Wie werden die FAK-Beiträge revidiert?
Sie werden zusammen mit der AHV-Arbeitgeberkontrolle geprüft.
 
 
Links
Links
 
 
 
 Revisionsstelle der Ausgleichskassen (RSA)
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 09.11.2018
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
 
",2023-03-24 10:37:20
"9","https://www.eak.admin.ch/eak/de/home/Firmen/Personal.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Personal
 
 
 
 
 
 
 
 
 
 
Wir empfehlen Ihnen, der Ausgleichskasse laufend sämtliche Ein- und Austritte zu melden. So wird sichergestellt, dass die einzelnen Fachbereiche der Ausgleichskasse sowie auch die Familienausgleichskasse personenbezogene Geschäfte zügig und ohne Rückfragen abwickeln können. Arbeitnehmer ohne AHV-Nummer müssen wie bis anhin umgehend bei der Ausgleichskasse gemeldet werden, damit sie eine entsprechende Nummer erhalten.
 
 
 
 
Austritte von Arbeitnehmern, die Familienzulagen beziehen, müssen der Familienausgleichskasse zwingend und umgehend gemeldet werden.
Für die An- und Abmeldung von neuen Arbeitnehmern sowie für die Bestellung von Versicherungsausweisen steht Ihnen die geschützte Internetplattform connect.eak kostenlos zur Verfügung.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 20.01.2023
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
 
",2023-03-24 10:37:21
"10","https://www.eak.admin.ch/eak/de/home/Firmen/Personal/anmeldung-von-arbeitnehmern.html","
 
Navigation
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Anmeldung von Arbeitnehmern
 
 
 
 
 
 
 
 
 
 
Sind alle Ihre Arbeitnehmer bei der Ausgleichskasse angemeldet? Wie muss ein Anspruch auf Familienzulagen geltend gemacht werden?
 
 
 
 
Anmeldung beim Stellenantritt
Die Anmeldung Ihrer Arbeitnehmer können Sie schnell und unkompliziert über das kostenlose Internetportal connect.eak vornehmen. Auf Wunsch stellt Ihnen die Ausgleichskasse für jeden angemeldeten Mitarbeiter im connect.eak eine Anmeldebestätigung zur Verfügung.
Damit der Anspruch auf Familienzulagen geprüft und beurteilt werden kann, ist der Familienausgleichskasse eine vollständig ausgefüllte und unterzeichnete Anmeldung Familienzulagen einzureichen.
 
 
Formulare
Links
Formulare
 
 
 
 Anmeldung Familienzulagen 2023 (PDF, 290 kB, 29.12.2022)
 
 
 
 
 
 Zusatzblatt für die Anmeldung von mehr als 4 Kindern 2023 (PDF, 329 kB, 29.12.2022)
 
 
Links
 
 
 
 connect.eak
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Letzte Änderung 26.01.2022
 
 
 
 
 
 
 
 
 
 
 
 Zum Seitenanfang
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Einkaufskorb
 }
 
 }x }
 
 
 
 
 
 
 
 
  }}
 
 
 
 
 
",2023-03-24 10:37:21
